symbol,xbrl,xbrl_cik,edgar_cik,snp500_cik,xbrl_name,edgar_name,snp500_name,nasdaq100_name,dj_name,snp400_name,DJ,NASDAQ100,SNP500,SNP400,sic,fye,period,filed,nciks,aciks,entityid,marketoperator,markettier,primaryexchange,siccode,sicdescription
,True,1643930.0,,,DYNAMIC ENVIRO INC.,,,,,,,,,,4950,1231,20170630,20170822,1,,,,,,,
,True,828530.0,828530.0,,ADMIRAL FINANCIAL CORP,ADMIRAL FINANCIAL CORP,,,,,,,,,6035,0630,20170630,20170927,1,,6374.0,,,,,"Savings Institution, Federally Chartered"
,True,1118072.0,1118072.0,,SKINOVATION PHARMACEUTICAL INC,SKINOVATION PHARMACEUTICAL INC,,,,,,,,,6770,1231,20170630,20170808,1,,77441.0,,,,,Blank Checks
,True,1555082.0,,,EP ENERGY LLC,,,,,,,,,,1311,1231,20170630,20170803,1,,,,,,,
,True,1550935.0,1550935.0,,"FRONTEO, INC.","FRONTEO, INC.",,,,,,,,,7374,0331,20170331,20170731,1,,892266.0,,,,,Services-Computer Processing and Data Preparation
,True,812233.0,812233.0,,OWENS-ILLINOIS GROUP INC,OWENS-ILLINOIS GROUP INC,,,,,,,,,3221,1231,20170630,20170801,1,,22211.0,,,,,Glass Containers
,True,1552493.0,,,CNH INDUSTRIAL CAPITAL LLC,,,,,,,,,,6159,1231,20170630,20170804,1,,,,,,,
,True,1412502.0,,,STERLING REAL ESTATE TRUST,,,,,,,,,,6798,1231,20170630,20170808,1,,,,,,,
,True,907045.0,,,INDEPENDENCE TAX CREDIT PLUS L P II,,,,,,,,,,6500,0331,20170630,20170810,1,,,,,,,
,True,940329.0,,,INDEPENDENCE TAX CREDIT PLUS LP IV,,,,,,,,,,6500,0331,20170630,20170810,1,,,,,,,
,True,1528061.0,1528061.0,,COMMUNITY CHOICE FINANCIAL INC.,COMMUNITY CHOICE FINANCIAL INC.,,,,,,,,,6099,1231,20170630,20170811,1,,862435.0,,,,,"Functions Related to Depository Banking, Not Elsewhere Classifie"
,True,1042642.0,1042642.0,,DISH DBS CORP,DISH DBS CORP,,,,,,,,,4899,1231,20170630,20170811,1,,42375.0,,,,,"Communications Services, Not Elsewhere Classified"
,True,1637880.0,,,"TRI-STATE GENERATION & TRANSMISSION ASSOCIATION, INC.",,,,,,,,,,4911,1231,20170630,20170814,1,,,,,,,
,True,845698.0,,,GRANT PARK FUTURES FUND LIMITED PARTNERSHIP,,,,,,,,,,6221,1231,20170630,20170814,1,,,,,,,
,True,1502756.0,,,ZAYO GROUP LLC,,,,,,,,,,4813,0630,20170630,20170822,1,,,,,,,
,True,27673.0,27673.0,,DEERE JOHN CAPITAL CORP,DEERE JOHN CAPITAL CORP,,,,,,,,,6153,1031,20170731,20170831,1,,13094.0,,,,,Short-Term Business Credit Institutions
,True,777491.0,777491.0,,CH2M HILL COMPANIES LTD,CH2M HILL COMPANIES LTD,,,,,,,,,8711,1231,20161231,20170919,1,,60586.0,,,,,Services-Engineering Services
,True,1559484.0,,,"RESOURCE REAL ESTATE OPPORTUNITY REIT II, INC.",,,,,,,,,,6798,1231,20170630,20170811,1,,,,,,,
,True,1561032.0,,,"HEALTHCARE TRUST, INC.",,,,,,,,,,6798,1231,20170630,20170814,1,,,,,,,
,True,1561679.0,,,ICON ECI FUND SIXTEEN,,,,,,,,,,7359,1231,20170630,20170810,1,,,,,,,
,True,1562528.0,,,"BENEFIT STREET PARTNERS REALTY TRUST, INC.",,,,,,,,,,6798,1231,20170630,20170811,1,,,,,,,
,True,845289.0,845289.0,,"HARVEST NATURAL RESOURCES, INC.","HARVEST NATURAL RESOURCES, INC.",,,,,,,,,1311,1231,20161231,20170814,1,,4598.0,,,,,Crude Petroleum and Natural Gas
,True,1326141.0,1326141.0,,LAZARD GROUP LLC,LAZARD GROUP LLC,,,,,,,,,6282,1231,20170630,20170801,1,,672863.0,,,,,Investment Advice
,True,1275283.0,1275283.0,,REYNOLDS AMERICAN INC,REYNOLDS AMERICAN INC,,,,,,,,,2111,1231,20170630,20170801,1,,615765.0,,,,,Cigarettes
,True,1465872.0,,,VANTAGE DRILLING INTERNATIONAL,,,,,,,,,,1381,1231,20170630,20170802,1,,,,,,,
,True,68589.0,68589.0,,QUESTAR GAS CO,QUESTAR GAS CO,,,,,,,,,4924,1231,20170630,20170803,1,,12522.0,,,,,Natural Gas Distribution
,True,1024657.0,1024657.0,,WEST CORP,WEST CORP,,,,,,,,,7389,1231,20170630,20170803,1,,9156.0,,,,,"Services-Business Services, Not Elsewhere Classified"
,True,817135.0,817135.0,,"ALLIANCE HEALTHCARE SERVICES, INC","ALLIANCE HEALTHCARE SERVICES, INC",,,,,,,,,8071,1231,20170630,20170803,1,,6900.0,,,,,Services-Medical Laboratories
,True,885975.0,885975.0,,CINEMARK USA INC /TX,CINEMARK USA INC /TX,,,,,,,,,7830,1231,20170630,20170807,1,,29549.0,,,,,Services-Motion Picture Theaters
,True,834071.0,834071.0,,TOYOTA MOTOR CREDIT CORP,TOYOTA MOTOR CREDIT CORP,,,,,,,,,6141,0331,20170630,20170807,1,,12263.0,,,,,Personal Credit Institutions
,True,1314475.0,1314475.0,,SPARK NETWORKS INC,SPARK NETWORKS INC,,,,,,,,,7389,1231,20170630,20170808,1,,666930.0,,,,,"Services-Business Services, Not Elsewhere Classified"
,True,1319161.0,1319161.0,,WARNER MUSIC GROUP CORP.,WARNER MUSIC GROUP CORP.,,,,,,,,,7900,0930,20170630,20170808,1,,667095.0,,,,,Services-Amusement and Recreation Services
,True,1592288.0,1592288.0,,"DIMENSION THERAPEUTICS, INC.","DIMENSION THERAPEUTICS, INC.",,,,,,,,,2836,1231,20170630,20170808,1,,920580.0,,,,,"Biological Products, (No Diagnostic Substances)"
,True,815917.0,815917.0,,JONES FINANCIAL COMPANIES LLLP,JONES FINANCIAL COMPANIES LLLP,,,,,,,,,6211,1231,20170630,20170808,1,,17227.0,,,,,"Security Brokers, Dealers and Flotation Companies"
,True,1595627.0,,,"INLAND RESIDENTIAL PROPERTIES TRUST, INC.",,,,,,,,,,6798,1231,20170630,20170808,1,,,,,,,
,True,1527190.0,,,"NATIONAL CINEMEDIA, LLC",,,,,,,,,,7310,1231,20170630,20170809,1,,,,,,,
,True,885568.0,885568.0,,OLD DOMINION ELECTRIC COOPERATIVE,OLD DOMINION ELECTRIC COOPERATIVE,,,,,,,,,4911,1231,20170630,20170809,1,,29396.0,,,,,Electric Services
,True,1648383.0,,,"CNL HEALTHCARE PROPERTIES II, INC.",,,,,,,,,,6798,1231,20170630,20170809,1,,,,,,,
,True,1424182.0,,,BROADSTONE NET LEASE INC,,,,,,,,,,6798,1231,20170630,20170810,1,,,,,,,
,True,864270.0,864270.0,,AMERICAN HONDA FINANCE CORP,AMERICAN HONDA FINANCE CORP,,,,,,,,,6141,0331,20170630,20170810,1,,212507.0,,,,,Personal Credit Institutions
,True,1690012.0,,,"INPOINT COMMERCIAL REAL ESTATE INCOME, INC.",,,,,,,,,,6798,1231,20170630,20170810,1,,,,,,,
,True,96271.0,96271.0,,TAMPA ELECTRIC CO,TAMPA ELECTRIC CO,,,,,,,,,4911,1231,20170630,20170811,1,,17347.0,,,,,Electric Services
,True,1592745.0,1592745.0,,"NEXPOINT MULTIFAMILY CAPITAL TRUST, INC.","NEXPOINT MULTIFAMILY CAPITAL TRUST, INC.",,,,,,,,,6798,1231,20170630,20170811,1,,949656.0,,,,,Real Estate Investment Trusts
,True,1395317.0,1395317.0,,DJO FINANCE LLC,DJO FINANCE LLC,,,,,,,,,3842,1231,20170630,20170811,1,,741512.0,,,,,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies"
,True,1179500.0,1179500.0,,COMMUNITY FIRST INC,COMMUNITY FIRST INC,,,,,,,,,6022,1231,20170630,20170811,1,,376589.0,,,,,State Commercial Banks
,True,1121745.0,,,ATLAS AMERICA PUBLIC #9 LTD.,,,,,,,,,,1382,1231,20170630,20170811,1,,,,,,,
,True,1550453.0,1550453.0,,TRILINC GLOBAL IMPACT FUND LLC,TRILINC GLOBAL IMPACT FUND LLC,,,,,,,,,6199,1231,20170630,20170811,1,,895848.0,,,,,Finance Services
,True,1662972.0,,,"BLACKSTONE REAL ESTATE INCOME TRUST, INC.",,,,,,,,,,6798,1231,20170630,20170811,1,,,,,,,
,True,1142412.0,1142412.0,,MISSION BROADCASTING INC,MISSION BROADCASTING INC,,,,,,,,,4833,1231,20170630,20170811,1,,87414.0,,,,,Television Broadcasting Stations
,True,1448038.0,,,REDWOOD MORTGAGE INVESTORS IX,,,,,,,,,,6500,1231,20170630,20170814,1,,,,,,,
,True,889123.0,889123.0,,REDWOOD MORTGAGE INVESTORS VIII,REDWOOD MORTGAGE INVESTORS VIII,,,,,,,,,6500,1231,20170630,20170814,1,,28760.0,,,,,Real estate
,True,845091.0,845091.0,,TRANSAMERICA ADVISORS LIFE INSURANCE CO,TRANSAMERICA ADVISORS LIFE INSURANCE CO,,,,,,,,,6311,1231,20170630,20170814,1,,17409.0,,,,,Life Insurance
,True,1353282.0,,,MANAGED FUTURES PREMIER WARRINGTON L.P.,,,,,,,,,,6221,1231,20170630,20170814,1,,,,,,,
,True,1572702.0,,,"ATLAS GROWTH PARTNERS, L.P.",,,,,,,,,,1311,1231,20170630,20170814,1,,,,,,,
,True,1487561.0,,,ATLAS RESOURCES SERIES 28-2010 L.P.,,,,,,,,,,1311,1231,20170630,20170814,1,,,,,,,
,True,1433833.0,,,ATLAS RESOURCES PUBLIC #18-2009 (C) L.P.,,,,,,,,,,1311,1231,20170630,20170814,1,,,,,,,
,True,1432985.0,,,ATLAS RESOURCES PUBLIC #18-2009 (B) L.P.,,,,,,,,,,1311,1231,20170630,20170814,1,,,,,,,
,True,1609319.0,,,MODERN ROUND ENTERTAINMENT CORP,,,,,,,,,,5810,1231,20170630,20170821,1,,,,,,,
,True,1051251.0,1051251.0,,J CREW GROUP INC,J CREW GROUP INC,,,,,,,,,5600,0131,20170731,20170823,1,,45914.0,,,,,Retail-Apparel and Accessory Stores
,True,1617242.0,1617242.0,,KEARNY FINANCIAL CORP.,KEARNY FINANCIAL CORP.,,,,,,,,,6035,1231,20170630,20170829,1,,943960.0,,,,,"Savings Institution, Federally Chartered"
,True,1703489.0,,,PDL COMMUNITY BANCORP,,,,,,,,,,6035,1231,20170630,20170911,1,,,,,,,
,True,1564657.0,,,"NORTHSTAR REAL ESTATE INCOME II, INC.",,,,,,,,,,6798,1231,20170630,20170809,1,,,,,,,
,True,1566011.0,1566011.0,,PBF HOLDING CO LLC,PBF HOLDING CO LLC,,,,,,,,,2911,1231,20170630,20170808,2,1566097,897347.0,,,,,Petroleum Refining
,True,1566912.0,1566912.0,,"GRIFFIN-AMERICAN HEALTHCARE REIT III, INC.","GRIFFIN-AMERICAN HEALTHCARE REIT III, INC.",,,,,,,,,6798,1231,20170630,20170814,1,,897661.0,,,,,Real Estate Investment Trusts
,True,1567925.0,,,"CARTER VALIDUS MISSION CRITICAL REIT II, INC.",,,,,,,,,,6798,1231,20170630,20170810,1,,,,,,,
,True,1318742.0,1318742.0,,NCL CORP LTD.,NCL CORP LTD.,,,,,,,,,4400,1231,20170630,20170809,1,,687129.0,,,,,Water transportation
,True,1699018.0,,,"EAGLE FINANCIAL BANCORP, INC.",,,,,,,,,,6035,1231,20170630,20170811,1,,,,,,,
,True,1498415.0,,,"HCBF HOLDING COMPANY, INC.",,,,,,,,,,6022,1231,20170630,20170821,1,,,,,,,
,True,1572684.0,1572684.0,,"UCP, INC.","UCP, INC.",,,,,,,,,1531,1231,20170630,20170803,1,,903649.0,,,,,Operative Builders
,True,1572758.0,,,"COLE OFFICE & INDUSTRIAL REIT (CCIT II), INC.",,,,,,,,,,6798,1231,20170630,20170811,1,,,,,,,
,True,1574291.0,,,CC HOLDINGS GS V LLC,,,,,,,,,,4899,1130,20170630,20170807,1,,,,,,,
,True,1670961.0,1670961.0,,GLOBAL COSMETICS INC.,GLOBAL COSMETICS INC.,,,,,,,,,2844,0930,20170630,20170821,1,,993455.0,,,,,"Perfumes, Cosmetics and Other Toilet Preparations"
,True,1418302.0,1418302.0,,RENEWABLE ENERGY ACQUISITION CORP.,RENEWABLE ENERGY ACQUISITION CORP.,,,,,,,,,6770,1231,20170630,20170814,1,,765458.0,,,,,Blank Checks
,True,1575879.0,1575879.0,,CAESARS ACQUISITION CO,CAESARS ACQUISITION CO,,,,,,,,,7011,1231,20170630,20170803,1,,910393.0,,,,,Hotels and Motels
,True,1345991.0,,,WORLD MONITOR TRUST III - SERIES J,,,,,,,,,,6221,1231,20170630,20170814,1,,,,,,,
,True,1261379.0,,,FRONTIER FUNDS,,,,,,,,,,6221,1231,20170630,20170814,8,1389125 1389124 1450722 1450720 1389123 1389122 1389128,,,,,,
,True,1580673.0,,,"KBS STRATEGIC OPPORTUNITY REIT II, INC.",,,,,,,,,,6798,1231,20170630,20170811,1,,,,,,,
,True,1580988.0,,,"COLE CREDIT PROPERTY TRUST V, INC.",,,,,,,,,,6798,1231,20170630,20170811,1,,,,,,,
,True,1581405.0,,,"PHILLIPS EDISON GROCERY CENTER REIT II, INC.",,,,,,,,,,6798,1231,20170630,20170809,1,,,,,,,
,True,1581874.0,,,"TERRA SECURED INCOME FUND 5, LLC",,,,,,,,,,6798,1231,20170630,20170831,1,,,,,,,
,True,1583077.0,,,"HOSPITALITY INVESTORS TRUST, INC.",,,,,,,,,,6798,1231,20170630,20170810,1,,,,,,,
,True,1584423.0,,,"APX GROUP HOLDINGS, INC.",,,,,,,,,,7380,1231,20170630,20170831,1,,,,,,,
,True,1585101.0,,,"HINES GLOBAL REIT II, INC.",,,,,,,,,,6798,1231,20170630,20170814,1,,,,,,,
,True,1585219.0,,,"STEADFAST APARTMENT REIT, INC.",,,,,,,,,,6798,1130,20170630,20170811,1,,,,,,,
,True,1593548.0,,,"AP GAMING HOLDCO, INC.",,,,,,,,,,3990,1231,20170630,20170814,1,,,,,,,
,True,1594686.0,1594686.0,,WASHINGTON PRIME GROUP INC.,WASHINGTON PRIME GROUP INC.,,,,,,,,,6798,1231,20170630,20170727,2,1610911,923125.0,,,,,Real Estate Investment Trusts
,True,1595527.0,,,"AMERICAN REALTY CAPITAL NEW YORK CITY REIT, INC.",,,,,,,,,,6798,0630,20170630,20170811,1,,,,,,,
,True,1666487.0,,,"STEMCELL HOLDINGS, INC.",,,,,,,,,,6770,1231,20170630,20170814,1,,,,,,,
,True,1701874.0,1701874.0,,"PRECISE ACQUISITION, INC.",MILOST INTERNATIONAL INC.,,,,,,,,,6770,0228,20170531,20170816,1,,1019460.0,,,,,Blank Checks
,True,1600626.0,,,"GRIFFIN CAPITAL ESSENTIAL ASSET REIT II, INC.",,,,,,,,,,6798,1231,20170630,20170814,1,,,,,,,
,True,1603671.0,,,"NORTHSTAR/RXR NEW YORK METRO REAL ESTATE, INC.",,,,,,,,,,6798,1231,20170630,20170811,1,,,,,,,
,True,1609234.0,,,"AMERICAN REALTY CAPITAL HEALTHCARE TRUST III, INC.",,,,,,,,,,6798,1231,20170630,20170814,1,,,,,,,
,True,1609471.0,,,CAREY WATERMARK INVESTORS 2 INC,,,,,,,,,,6798,1231,20170630,20170811,1,,,,,,,
,True,1610979.0,,,"CAESARS ENTERTAINMENT RESORT PROPERTIES, LLC",,,,,,,,,,7011,1231,20170630,20170803,1,,,,,,,
,True,1611231.0,1611231.0,,"MAXPOINT INTERACTIVE, INC.","MAXPOINT INTERACTIVE, INC.",,,,,,,,,7310,1231,20170630,20170814,1,,956526.0,,,,,Services-Advertising
,True,1614502.0,,,"RESOURCE INCOME OPPORTUNITY REIT, INC.",,,,,,,,,,6798,1231,20170630,20170811,1,,,,,,,
,True,1614976.0,,,"COLE OFFICE & INDUSTRIAL REIT (CCIT III), INC.",,,,,,,,,,6798,1231,20170630,20170811,1,,,,,,,
,True,1537663.0,1537663.0,,"HEALTH-RIGHT DISCOVERIES, INC.","HEALTH-RIGHT DISCOVERIES, INC.",,,,,,,,,2834,1231,20170630,20170802,1,,870512.0,,,,,Pharmaceutical Preparations
,True,1550603.0,,,"MALVERN BANCORP, INC.",,,,,,,,,,6035,0930,20170630,20170809,1,,,,,,,
,True,1563922.0,,,GREENBACKER RENEWABLE ENERGY CO LLC,,,,,,,,,,4911,1231,20170630,20170811,1,,,,,,,
,True,1435375.0,1435375.0,,XG SCIENCES INC,XG SCIENCES INC,,,,,,,,,2821,1231,20170630,20170811,1,,778794.0,,,,,"Plastic Materials, Synthetic Resins and Nonvulcan Elastomers"
,True,1468910.0,,,MILLBURN MULTI-MARKETS FUND L.P.,,,,,,,,,,6799,1231,20170630,20170811,1,,,,,,,
,True,1685462.0,1685462.0,,"SHUTTLE PHARMACEUTICALS, INC.","SHUTTLE PHARMACEUTICALS, INC.",,,,,,,,,2834,1231,20170630,20170814,1,,1004339.0,,,,,Pharmaceutical Preparations
,True,1632081.0,,,"HOMETOWN INTERNATIONAL, INC.",,,,,,,,,,5412,1231,20170630,20170818,1,,,,,,,
,True,1646188.0,1646188.0,,ZEV VENTURES INC.,ZEV VENTURES INC.,,,,,,,,,7990,1231,20170630,20170821,1,,969046.0,,,,,Services-Miscellaneous Amusement and Recreation
,True,1676163.0,,,"AVRA MEDICAL ROBOTICS, INC.",,,,,,,,,,3841,1231,20170630,20170829,1,,,,,,,
,True,1145765.0,,,GLOBAL MACRO TRUST,,,,,,,,,,6221,1231,20170630,20170830,1,,,,,,,
,True,1712041.0,1712041.0,,YAPPA WORLD INCOPORATED,YAPPA WORLD INCOPORATED,,,,,,,,,,1231,20170630,20170901,1,,1031927.0,,,,,Services-Computer Integrated Systems Design
,True,1690384.0,1690384.0,,"BIOCRUDE TECHNOLOGIES USA, INC.","BIOCRUDE TECHNOLOGIES USA, INC.",,,,,,,,,4953,1231,20170630,20170912,1,,1009414.0,,,,,Refuse Systems
,True,1617351.0,1617351.0,,LEPOTA INC,LEPOTA INC,,,,,,,,,5122,0731,20170430,20170901,1,,945102.0,,,,,"Wholesale-Drugs, Proprietaries and Druggists' Sundries"
,True,1617798.0,1617798.0,,"PENNTEX MIDSTREAM PARTNERS, LP","PENNTEX MIDSTREAM PARTNERS, LP",,,,,,,,,4922,1231,20170331,20170706,1,,945792.0,,,,,Natural Gas Transmission
,True,1624644.0,,,RICE ENERGY OPERATING LLC,,,,,,,,,,1311,1231,20170630,20170803,1,,,,,,,
,True,1625285.0,1625285.0,,ARMA SERVICES INC,ARMA SERVICES INC,,,,,,,,,8744,1031,20170731,20170915,1,,959112.0,,,,,Services-Facilities Support Management Services
,True,1625376.0,1625376.0,,PACMAN MEDIA INC.,PACMAN MEDIA INC.,,,,,,,,,7373,0930,20170430,20170717,1,,960402.0,,,,,Services-Computer Integrated Systems Design
,True,1634291.0,1634291.0,,"IHEALTHCARE, INC.","IHEALTHCARE, INC.",,,,,,,,,5900,1130,20170531,20170717,1,,958339.0,,,,,Retail-Miscellaneous Retail
,True,1317630.0,1317630.0,,ITC HOLDINGS CORP.,ITC HOLDINGS CORP.,,,,,,,,,4911,1231,20170630,20170728,1,,668827.0,,,,,Electric Services
,True,946155.0,946155.0,,TIAA REAL ESTATE ACCOUNT,TIAA REAL ESTATE ACCOUNT,,,,,,,,,6500,1231,20170630,20170808,1,,26576.0,,,,,Real estate
,True,1625941.0,,,BLACK CREEK INDUSTRIAL REIT IV INC.,,,,,,,,,,6798,1231,20170630,20170809,1,,,,,,,
,True,1011659.0,1011659.0,,MUFG AMERICAS HOLDINGS CORP,MUFG AMERICAS HOLDINGS CORP,,,,,,,,,6021,1231,20170630,20170809,1,,1082.0,,,,,National Commercial Banks
,True,1350420.0,1350420.0,,"LINCOLNWAY ENERGY, LLC","LINCOLNWAY ENERGY, LLC",,,,,,,,,2860,0930,20170630,20170811,1,,697395.0,,,,,Industrial Organic Chemicals
,True,1577230.0,1577230.0,,"RETAIL OPPORTUNITY INVESTMENTS PARTNERSHIP, LP","RETAIL OPPORTUNITY INVESTMENTS PARTNERSHIP, LP",,,,,,,,,6798,1231,20170630,20170911,1,,907933.0,,,,,Real Estate Investment Trusts
,True,1631256.0,,,"KBS GROWTH & INCOME REIT, INC.",,,,,,,,,,6798,1231,20170630,20170810,1,,,,,,,
,True,1632970.0,,,"GRIFFIN-AMERICAN HEALTHCARE REIT IV, INC.",,,,,,,,,,6798,1231,20170630,20170809,1,,,,,,,
,True,1635863.0,,,"CAESARS GROWTH PROPERTIES HOLDINGS, LLC",,,,,,,,,,7011,1231,20170630,20170803,1,,,,,,,
,True,1637757.0,,,NRG YIELD LLC,,,,,,,,,,4911,1231,20170630,20170803,1,,,,,,,
,True,1639947.0,1639947.0,,"CARE CAPITAL PROPERTIES, INC.","CARE CAPITAL PROPERTIES, INC.",,,,,,,,,6798,1231,20170630,20170803,1,,963672.0,,,,,Real Estate Investment Trusts
,True,1541719.0,1541719.0,,"CH REAL ESTATE II, INC.","CH REAL ESTATE II, INC.",,,,,,,,,6500,1231,20170630,20170811,1,,873751.0,,,,,Real estate
,True,1678105.0,1678105.0,,CARO HOLDINGS INC.,CARO HOLDINGS INC.,,,,,,,,,5961,0331,20170630,20170811,1,,997737.0,,,,,Retail-Catalog and Mail-Order Houses
,True,1676394.0,1676394.0,,STEALTH AIR CORP.,STEALTH AIR CORP.,,,,,,,,,3721,0331,20170630,20170821,1,,1017414.0,,,,,Aircraft
,True,1666178.0,1666178.0,,LAZURITON NANO BIOTECHNOLOGY (U.S.A.) INC.,LAZURITON NANO BIOTECHNOLOGY (U.S.A.) INC.,,,,,,,,,5190,1231,20170630,20170821,1,,989136.0,,,,,Wholesale-Miscellaneous Nondurable Goods
,True,1699126.0,1699126.0,,CICLET HOLDINGS INC.,CICLET HOLDINGS INC.,,,,,,,,,7372,0131,20170731,20170914,1,,1021098.0,,,,,Services-Prepackaged Software
,True,1694688.0,,,XPLOSION INC,,,,,,,,,,5090,1031,20170731,20170919,1,,,,,,,
,True,1546609.0,,,"MVP REIT, INC.",,,,,,,,,,6798,1231,20170630,20170815,1,,,,,,,
,True,1642985.0,,,"MVP REIT II, INC.",,,,,,,,,,6798,1231,20170630,20170821,1,,,,,,,
,True,1651286.0,,,"STEADFAST APARTMENT REIT III, INC.",,,,,,,,,,6798,1231,20170630,20170810,1,,,,,,,
,True,1652926.0,,,"RESOURCE APARTMENT REIT III, INC.",,,,,,,,,,6798,1231,20170630,20170811,1,,,,,,,
,True,1654948.0,,,"HARTMAN VREIT XXI, INC.",,,,,,,,,,6798,1231,20170630,20170815,1,,,,,,,
,True,1357115.0,1357115.0,,"BREKFORD TRAFFIC SAFETY, INC.","BREKFORD TRAFFIC SAFETY, INC.",,,,,,,,,3669,1231,20170630,20170814,1,,741727.0,,,,,"Communications Equipment, Not Elsewhere Classified"
,True,1156445.0,,,WNC HOUSING TAX CREDIT FUND VI LP SERIES 9,,,,,,,,,,6513,0331,20170630,20170814,1,,,,,,,
,True,1156815.0,,,WNC HOUSING TAX CREDIT FUND VI LP SERIES 10,,,,,,,,,,6513,0331,20170630,20170814,1,,,,,,,
,True,1084067.0,,,WNC HOUSING TAX CREDIT FUND VI LP SERIES 7,,,,,,,,,,6513,0331,20170630,20170814,1,,,,,,,
,True,1321228.0,,,"WNC HOUSING TAX CREDIT FUND VI, L.P., SERIES 13",,,,,,,,,,6513,0331,20170630,20170814,1,,,,,,,
,True,1141615.0,,,COMMONWEALTH INCOME & GROWTH FUND IV,,,,,,,,,,7350,1231,20170630,20170814,1,,,,,,,
,True,1253347.0,,,COMMONWEALTH INCOME & GROWTH FUND V,,,,,,,,,,7350,1231,20170630,20170814,1,,,,,,,
,True,1351901.0,,,COMMONWEALTH INCOME & GROWTH FUND VI,,,,,,,,,,7350,1231,20170630,20170814,1,,,,,,,
,True,1450335.0,,,"COMMONWEALTH INCOME & GROWTH FUND VII, LP",,,,,,,,,,7350,1231,20170630,20170814,1,,,,,,,
,True,1697851.0,,,"NOVUME SOLUTIONS, INC.",,,,,,,,,,3669,1231,20170630,20170815,1,,,,,,,
,True,1702924.0,1702924.0,,"WRAP TECHNOLOGIES, INC.","WRAP TECHNOLOGIES, INC.",,,,,,,,,3480,1231,20170630,20170908,1,,1020901.0,,,,,"Ordnance and Accessories, (No Vehicles/Guided Missiles)"
,True,1650203.0,,,DANYANG SPECIAL CABLE FACTORY INC.,,,,,,,,,,6770,1231,20170630,20170810,1,,,,,,,
,True,1650205.0,,,ANDES 7 INC.,,,,,,,,,,6770,1231,20170630,20170810,1,,,,,,,
,True,1612254.0,1612254.0,,ELITESOFT GLOBAL INC.,ELITESOFT GLOBAL INC.,,,,,,,,,6770,1231,20170630,20170814,1,,938804.0,,,,,Blank Checks
,True,1632275.0,,,CAT9 GROUP INC.,,,,,,,,,,6770,1231,20170630,20170814,1,,,,,,,
,True,1606699.0,1606699.0,,AMERICATOWNE INC.,AMERICATOWNE INC.,,,,,,,,,7389,1231,20170630,20170821,1,,934316.0,,,,,"Services-Business Services, Not Elsewhere Classified"
,True,1667944.0,,,"WCF BANCORP, INC.",,,,,,,,,,6035,1231,20170630,20170810,1,,,,,,,
,True,1668082.0,1668082.0,,BYLOG GROUP CORP.,BYLOG GROUP CORP.,,,,,,,,,7374,0331,20170630,20170811,1,,996070.0,,,,,Services-Computer Processing and Data Preparation
,True,1672571.0,,,ACHISON INC,,,,,,,,,,6221,0331,20170630,20170804,1,,,,,,,
,True,1672572.0,,,LANDBAY INC,,,,,,,,,,1040,0331,20170630,20170719,1,,,,,,,
,True,727538.0,727538.0,,APACHE OFFSHORE INVESTMENT PARTNERSHIP,APACHE OFFSHORE INVESTMENT PARTNERSHIP,,,,,,,,,1311,1231,20170630,20170804,1,,23789.0,,,,,Crude Petroleum and Natural Gas
,True,1674440.0,1674440.0,,LAZEX INC.,LAZEX INC.,,,,,,,,,7200,0430,20170731,20170920,1,,1007715.0,,,,,Services-Personal Services
,True,1676852.0,1676852.0,,"GLOLEX, INC.","GLOLEX, INC.",,,,,,,,,7372,0331,20170630,20170803,1,,996631.0,,,,,Services-Prepackaged Software
,True,1677761.0,1677761.0,,"PARKWAY, INC.","PARKWAY, INC.",,,,,,,,,6798,1231,20170630,20170811,1,,998152.0,,,,,Real Estate Investment Trusts
,True,1680132.0,1680132.0,,GEANT CORP.,GEANT CORP.,,,,,,,,,2600,0531,20170831,20170926,1,,1001023.0,,,,,Papers and Allied Products
,True,1665421.0,1665421.0,,HIGH DESERT HOLDING CORP.,HIGH DESERT HOLDING CORP.,,,,,,,,,1040,1231,20170630,20170814,1,,999178.0,,,,,Gold And Silver Ores
,True,1680689.0,1680689.0,,BOXXY INC.,BOXXY INC.,,,,,,,,,5960,0430,20170731,20170919,1,,1003066.0,,,,,Retail-Nonstore Retailers
,True,1684508.0,1684508.0,,ZARTEX INC.,ZARTEX INC.,,,,,,,,,7372,0831,20170531,20170801,1,,1006118.0,,,,,Services-Prepackaged Software
,True,1685237.0,1685237.0,,TEMIR CORP.,TEMIR CORP.,,,,,,,,,4700,0831,20170531,20170703,1,,1005209.0,,,,,Transportation services
,True,1685570.0,1685570.0,,KALMIN CORP.,KALMIN CORP.,,,,,,,,,2673,0831,20170531,20170713,1,,1008528.0,,,,,"Plastics, Foil and Coated Paper Bags"
,True,1687926.0,1687926.0,,KRIPTECH INTERNATIONAL CORP.,KRIPTECH INTERNATIONAL CORP.,,,,,,,,,7380,0930,20170630,20170809,1,,1009192.0,,,,,Services-Miscellaneous Business Services
,True,1672255.0,,,"ASIA TRAINING INSTITUTE US, INC.",,,,,,,,,,8742,1231,20170630,20170810,1,,,,,,,
,True,1702015.0,,,"AIS HOLDINGS, INC.",,,,,,,,,,6770,0331,20170630,20170814,1,,,,,,,
